EBENE,OKSTRA_ID,alias
0,B54B28A48E814D8FA0387B3B79CA220E,29
0,0DF4CD7DFAB44104BE0B7F22EDD3BC84,31
0,A950C2CB15634FBF9056114C829499F8,969
0,6588D5931DB24EB693C9E60458A2BD35,971
0,0B675811B4A44D8EBD00BC3650CD34CC,973
0,15B9A82C3F1844208CE93374E50C58C4,975
0,39D9839B88B14416A10AAAA2331A2E97,977
0,2EFCAD3DBF8944FAB7E5F36823B5C6AE,979
0,CCE4739A62B54E40AB751D912D8CE332,981
0,9C73DBC22015454DB87117E71EA3044B,983
0,2BAA84C603D24284A3DC8F02105FC1CB,985
0,F666A7D8248449F89B63C7F39AA65E25,987
0,5C40507D17E04B2EB63D890E94BFFDD5,1007
0,43B3F2F4A0464F22B7A7A967C0D5B8D5,1009
0,B1AA11CAC9BC4F05B8CC51BA363553B3,1011
0,5139B77FB1E144E5878AC702BF4E8C92,1013
0,BB8F7A28DBF642E0A5A3524D6A1A9552,2165
0,A3A8C9F1EBC946C0BA1AD9029C848747,2405
0,DC5680E55C82469AAF5DFFC68411A1A0,2407
0,3F226D52003944E0A8B80E4BCE2F5E92,2409
0,E24B7255012E4BE88FFAB1963ABAB5C4,3203
0,99EC4660DEB844F59B5E91F8B5B41871,3205
0,92D62D427A0446308801D09C2173E771,3207
0,18E7B56E605C4C2CAAE1A216778A680A,3211
0,E05115B0F07B4B3F90A52C3733E336DF,3455
0,CD737EEC97C54726A4181C331A363C1F,3589
0,769D10EC32154E699A342E27E04C0118,3591
0,1C74D338387C4C62A676BE1699D29504,3593
0,DE85241343B4430C9C7DCE32A07B837E,3595
0,82324A80905349659A1D87DF261EA5C1,3927
0,93D8C9691795468ABE94E6BC1F7979F9,3993
0,E58BA6EB270C40D8A1F4AB649B532FAD,4303
0,CCBEB7D7714C4519A677376D06C5BBA4,4305
0,329E9592B9424C95817B8A3E71C16C22,4669
0,AD0309758E3C497A86439B4A3708205E,4671
0,C18DC3BCB5C944C0B2C4DB70F8F55E08,4673
0,D5B327BC23534A7C8E032B4CAE35557D,4675
0,525856DF893D411FBD31DDB72AE42681,4677
0,9DEDB56E42C54A8090524B3C51975BD4,4679
0,B9053ABB70604EF1B4645BC60D091366,4681
0,917A34B2C02F48658C1E1F0E0AAD5322,4683
0,5476C78C57764FE69AE700014CAFADCF,4685
0,B2C0CB0E836F463C9EF0196D06133471,4937
0,E32E8F02490D4054900F00B829E20573,4941
0,5A8C1F2A12C1424C8F1C4ADA5339A0D2,5339
0,7D3D85CB06034F7E8DCEAC9F8CEFD1DC,5907
0,50FDF33B69F04724B6FD02807E67C0F1,5963
0,AF49B4F91B5545E0983C9CE484960741,6085
0,8C1B861B9FF942C7BDD96C46F67DB06F,6091
0,D95F8C5CF6124BF0BB1A9AC63948E215,6747
0,8C8D78C9814145799ADB01B046894876,6751
0,45BF1BFF9AE047B9A93FC793FBF616D2,7023
0,DB96C602C11C410080C34DCBAE89E2A4,7025
0,F5034435E714436B8B34C07BF4B683B9,7027
0,BBA853747E674E98A7DBA66D6C58AE3B,7029
0,B8B5C74D5AC742649653CA7BDC2C052C,7183
0,D57CDFF7096C40068090A4B9F620B77C,7425
0,417FA54060A74ADEAE35382DA881F7E8,8197
0,0FBC6055F27D468CB280D8FA8B9D725E,8199
0,B3BF0F69B29243A8B8CC20739AE1B599,8827
0,64F0FEFD2E0744E78C4AA8A09FADB36E,8973
0,6F68B02429774D57AE4FDA742DBCC56F,9147
0,8115EF05D1DF47F9896B957A41DF3DE4,9151
0,68CFAB64A3B440418F25983377375A7D,9255
0,785161116E80420D8575310F87CDC2C7,9259
0,11CBC595136A4F8CA1ABB665BD4BD189,9303
0,3F00984FE45A487BB031A2AF8294F203,9493
0,0CAF921B95304649BC1FDB3DED5FBE4F,10141
0,3B3660BA47BA48D88A9786CDF614DA60,10259
0,5073F772F5D04A3FB06547D4F4319775,10459
0,DBE22C51D06849B597DA5E6F1B6BDA00,10461
0,F6B2D9C4C1204BCFB7DBFE52A5FCD739,10463
0,161535164B444CBB9C15778C6DC68846,10499
0,406A2686A3DA4B3B9C7BCDA5FF95AFAC,10501
0,4B62AE3BB5BD47468503E92588E33E3E,11075
0,ACE798998B144438BAB8058C2B256D3C,11077
0,2657FC9723DE4A87AC23617852090C97,11283
0,2BD11E4FE5464B8E915FF684D02D9BBF,11285
0,3F597B871F2941659FF0FDD080C573F9,11793
0,C03A5636E9BD40168FDCCBB0FB34F9DD,11795
0,32710161756E4D4995759A746427DE06,12211
0,620BC597181448C6B24FA82E2E3ACCAB,12213
0,E42B30EC0E104BF6BFCAA2FB0B96795C,12307
0,17F0D2C4744F44359BCE79DDAD466DCB,12309
0,5830F2A1070242C982ABA48398F1A031,12311
0,5181862867F94405BFAA87C70127FF89,12313
0,1573CAFD675F45EA8364FFD467738E3A,12705
0,901944AFC98F40749C1E3C36D409A848,12707
0,5AC6CBF910514AB3B8A3476301BD1636,12709
0,7BE24733A2B0402E97A5EED8F54DBBF3,12895
0,B422B851BA17493BB860217D3E9A119D,12897
0,D07F1D8193FF42A1B320A58169126E8A,12963
0,D70B2AADC9444B098A10A0AEA5D5730E,12965
0,6AD753CC4F70471AB27A6B30031C7D9A,13101
0,68C5BA12B9F54A6B8C43035009D627F2,13103
0,3E0506ECAE6147CBAB8A3D7A43E6F659,13229
0,FD748E2D174F46AD80CC446FA9B7869E,13231
0,11AAEC23521A4503A12663449BBC4AC9,13417
0,2EE5C81797F644FDABA534D013F247EF,13515
0,819DF3C17B36434DBAE6A02F9A67F348,13571
0,17E258296A2A497CAD81F7EC4B5C8F43,13903
0,E4473647776145A3A222550B1D34297B,13925
0,EE294AF1AC394D8792DBB3220C5A4713,13927
0,364777A441F0438CBE9B8250C1A3C504,13929
0,92DFD59A524E42D98048BE28AAC0F922,14722
0,3EBA1CDECA6742FE80B0C85E395A01CB,14724
0,FC65BC95A3994AAE8D6980D1CF8B887C,15010
0,1ECBC1D4597B471C9CF6E177296602A8,15076
0,10606DAC7C1F4A1F938914101444BEB4,15078
0,3272A5C4A8F94B7AA6B589FDDC184447,15080
0,4369376F435143D3B93644FEB411A28E,15082
0,9F719E6458D14CA5BFB6DBC0CCC1A56A,15140
0,E798AD42267D44F488D8B01B2C21F482,15142
0,DC05B2EB375A4279B7283DC26C1BAEF0,15530
0,0773DFBF26E64BB0B4D4E7A938E19E29,15694
0,6E54D8B9799B46C1A9C3AA5A4CE97BC9,15712
0,4C5B6528D0654F538D880CBB0FC711FC,15714
0,F4C5DB3511214FA4AF3F7FA5821777B9,15850
0,D427DE5BA10F499C90950489A4347327,15852
0,EE83CD3800C3416B9068EFBBB0FAF3CE,15854
0,EC83895B3F1A44B98CF9DD02D062CC17,15856
0,682A12F1F5514BF28CA14C0C1F88CF34,15858
0,18999B33408A417F83B2DBBB8AE588B0,15860
0,83D238A4C80449CAADD47C6BA1FBE447,15862
0,AFC197635A2D47BA90F57D3B16624098,16536
0,21ACF7D21AF949AEBFB37AB65E0487F4,16538
0,14EFDDD5C2CE4BABB9A9D723CECDA6A7,17398
0,DD69783B433E418BB8AC17FFFDEE4853,17400
0,E1A8BD7EB6B34831A64144B8781854EC,18171
0,5AB36565C904421A81F19C26F7F70513,18173
0,F113822FE2204902B37A95C44EC6BF23,18541
0,CC6E1EE1D0774C98A9E3730DEE73AC9B,18603
0,BA4AA11E5B3441DFAE202D55DB22A49C,18605
0,303B6DBA45884B648194F29B402AC8C1,18967
0,434FCF9DD57D490CA7EC78A7780255C2,18971
0,52DF6791708E46F6ABEFCC51D17EA4BB,19661
0,C0F69BDB686D46C2BFBD8E3AC417EF96,20013
0,6A37059515CF4B26A84919049AA2CDF6,20295
0,5B8D7D7AC47D433BAD7CA30513758078,20443
0,B72918FDA1524B0AAC64F93BFDD45F18,20445
0,2DA14E4F00FD4D0391759FD37E6C9FBD,20751
0,29E20AA439E1471F8DFB7775D50FEBE6,20899
0,3E724F7FFB8C4580A9DB8367A514DFE4,20901
0,8EDCC90B6E214E8DB1B50228665EFD9A,20903
0,31933BC95C054E768E7E1A9CE84778C9,20905
0,94012506B59F4005A827246DCEFD8D80,20977
0,39F1D7BCA6CA4EEB858E1D78270AB639,20979
0,CDA350E72D9A4F37809C281732136223,21495
0,9CBA86BD6C4B46AAA2C3D7CCD24F53DA,21513
0,272E3625E7994336904FE2824EA75534,21911
0,5E80E974AC5542318D770B8DBAE94BEF,21913
0,9399BADD16754951A592B1FD808A0F8A,22083
0,79D0C88B8A1E4F54908032EFC2AAFA2E,22201
0,0384BEBCB83C41F08E299AE92EBF9004,22429
0,4BC7AA2E09984F5195A4344575763456,23039
0,C451BA197DE248E8A7D7E03FF3F6D473,23041
0,DF0D1F31988D43A38B837131D28FB65C,23189
0,40DD9DCF915B428CB7B6BA43DA70B635,23191
0,6AFCF661550C485DA65C30C480E58D3B,23193
0,3BFCEAAD163D41F997D0864DF5035BD1,23195
0,465F7B423F66402F9A61DBDC03B7EB75,23197
0,50A7E8DA92BB42D4A22AD0AE48D98FB0,23329
0,CEAFB01CAF41400482DBE610F3BC9F90,23331
0,4E8F08743F2348AA8F7CA0627CC75BA0,23351
0,A6CB410C31304FC890D6A0ED4AF135EF,23353
0,9B89480417DF4460BC2E1D905A83AF5A,23355
0,DE5C0DC551D14B86AEC764B7E50663BE,23715
0,B4F38609ADA14A1E95128A1B46BAB825,23717
0,FCCAB492BC7F4F7788A248CBB215A8C2,23971
0,F2C5FE0C03014CB9A11F8BD8F2FDCE0C,24163
0,F9BEDB127B3F4AA5A732E8BB3A15CCC2,24221
0,3F9D833DFE584CD9A22F9DB418BB91DB,24605
0,30BACAC7E96C4F18809E5950ADEAE32F,24743
0,F9F96C3A3C464EA4B025730987EE6E73,24771
0,068F38AA66414910B6736D35478ACB57,24837
0,B45F0F5D17B04BD1B31C9294420F9DE9,25313
0,B39A24F7D83047498728AAAD38091BA1,25607
0,31010EF3174A4AB88AE469A4F91FD8E2,26038
0,B274AAB2703146FF9AA3A54657384F9D,26104
0,89D057CE86F44634B5597C8A73F312C1,26106
0,88081978C2814485A1CD2A5C02C2A27C,26108
0,CDC068B3C58745E7BF1E724B2691326A,26110
0,611A1D452E084EBEB7F1049C5B7A85B9,26126
0,756D9C75D87B47EDA6E53FB96509C961,26128
0,DA9737670C334A1FBB6E5F268D7C66AF,26130
0,A607F7D500A9445EA6A9A5D7ABB7AE7A,26132
0,FAD09C42F3FE4380AF22C94182AFC3CB,26230
0,0B83B0FE092641B38672CFF6CE019F6E,26500
0,18723686DAEE45F68DFCC9555BF4A532,27506
0,B53B7509B9964AC2A0D4ECB20A53F462,27510
0,D0C38D0AF73040D7822AA75060AECB79,27512
0,3638718A5B774B3CB4D98F8B1AECF3D7,27672
0,6D8689EE877747AF9CAFC4FA34A80913,27674
0,C0A15846610847B6A5772B02D6F156CF,27676
0,42452DBCAE5D4D288AEB69ACCA800687,27738
0,F34EDA50922F4E3DA137E0F0CCD4CF23,27740
0,465E9876CC714D0CB5B89D8D7A75D02A,27804
0,10413FF4EDFE4294825B4671EC399AC4,27806
0,3B439398419B441C95916FE6DBB77B95,27898
0,C5BA68CAC743424CAF629BAAB0025245,27900
0,661E29F414764FCDB987D23C8E770402,28022
0,D9A6C23E3B404A8F915D430E55EC78D4,28024
0,ABEFFAFD930E49BD971B33A11B9615E3,28040
0,1C63D396333D47F4970FCF63D64BCF41,28214
0,EACB3C6A250F404EAB290F59A1CA1FB0,28320
0,3E32069C728C42B487B5BDBCA3B81B04,29176
0,69F38D7FF34340EF834B1FE74E84742D,29422
0,C07F5BE5A1824AFD8A59C632A062D538,29843
0,E4DF17F69B09440A8FE2A6D500871801,29845
0,0C22E285CE074A19BD00C782BD6B33D9,29847
0,4FE1CFCAE77C43C48FAEA39EE7C7DEA7,30233
0,79399D3651BF455897AA952D4F00D79C,30235
0,A8FCA4E035B249829BFFFECC1FA9512C,30237
0,E7871504ED0E4F87B8AE47EE16DBED63,30239
0,91B73D47E7144541A2A0C9B5C1527290,30243
0,83B6EB3534BE4A9DB23CA84EC91E0278,30245
0,049FE7C1D9AF470AB23415E2C194315B,30379
0,7D5DF1C2C3ED4A0FB98818B8FA64A3E0,30381
0,58AF2808D0FE440E8237366AE4531B78,30383
0,E44DF369E81B4FA9A4AAD0E12C0DEBEA,30385
0,031F828A32CC455DBD012A6CDA6B1F74,30387
0,4D692A6F45AC45B6BE3956BD03546D6B,30389
0,14DE5A08425B4307B28E96B708CB3787,30391
0,AEB28E7959984CF4A997758DB6F9DEB2,30393
0,61FC507E06F04DF599DBBB03A1619415,30395
0,3A3C280F05D74F42B4AB5C469EC87ECA,30397
0,21D18C32DDAA428294D686AA198618B7,30401
0,6AB6C55FDC2B43AFAA57D84E5367BCA6,34189
0,5D5E19A36F8441D7867ABE9CD7DD548F,34359
0,D2D1FB8673FD4A90BE85531E5EE85873,34993
0,BFC0588C945C4DA5B0F1D5A06C5794F5,35593
0,72B19043AE7043CBAB1CFB24B35C13AB,35595
0,A2A8B3842FC340A6BE842764583A861A,35597
0,0BE0E763E9574BE0B003A319DF5D2D45,54943
0,8612B8EA049F4065BD2A9F8470BC726E,54945
0,D2AEF7B66EC4480CB03324E2DC647524,54951
0,A572DFA4B7CB4AFE86D419D34703B0F6,55385
-2,DB14516442D84454BAF21114F33C2554,55973
-2,D5B577F89BFC4892A5F9FA4DE881112D,55974
-2,F0250508511F4105A1A3A1BB5C080F5D,55975
0,C5EB34DF22A54A46A466339132D8DAAB,56173
0,4B3FA98E742849E8A562DCDA92F2BE6F,56174
0,6C0EF40DC67E44FA878D227148D7B649,56175
0,6AA831CBEBFB4DEB801985BAE0294D03,56178
0,14942720C2EA4B2D9E794662B55F110D,56633
0,672891E0C6684B65955F4D16F40831DE,56707
0,DE6F271182864F73AB6D877EFA4E98DE,56708
0,64E9BCC5A2B14331BD9CC83F581F826F,56768
0,17823384D2DC43D18078D7CAE547E7A4,56869
0,A9C180751CCF49479FBF5E32A09BE4B4,57238
0,6F68AA18CC004DB8AF560CEED22AF79B,58484
0,6A58FF624E6A4ABCBD76A66B15D5158D,58485
0,F3195E6F572A4FAD9B3D65A8B32F0BAF,58486
0,BDF042676E9E4E529E2D7865E2D17C1B,58488
0,50B6214D969E429FA27FAEB603B07A86,58489
0,9D5CF3AE3739403ABB8B11BF0C489F52,58546
0,79619D225FAE423697A483756DD30401,59068
0,7A44434A5BA54BA3B9FFED319C79F25C,59069
0,64ABAB8AF7224525B9898C27A9BD74E9,59070
0,69D9255B88AA4DCAA7D2BA59711CEEB3,59071
0,C4E45CB99CFB4B84B455DE86402B96CD,59072
0,B0B7006326E64940865405DDA2A0FAD8,59073
0,28FC120295014DAEAB53026FA9B88DD4,59077
0,D8EA5C7179434C5AA49D4D5BB715E4C2,59078
0,79986C7D85C74DDD90D300785C79AFE5,59081
0,C495B6D1BE0D48D68E2BC673EFDD20B6,59082
0,47293F5E419A4730B6107264C9621E3C,59083
0,E3C414A5D00C4B9DBB01E35D413B3589,59091
0,0436BF0E5E3D4E438A18A8E2C8DF0F49,59092
0,A7AA1E2A38E644F5B74925E9A9CEC06D,59093
0,59099B3CDBCE40DAAA96A103EC064E98,59094
0,55118CADCBF841FEBFE74A39B9ED7EAB,59095
0,E04995197124483986A7A312F4ED0FDA,59097
0,D74015E82571496E988B3B98914B196F,59098
0,ED177C17807A4DE2BE5DCEB1A9FF72F6,59099
0,5A8CE84C89F84A8F9C584CCEF9F41C6C,59100
0,2ADE51AD10A943AD800ACFC5BC4995E1,59102
0,1585903AF11E489EA49B024C799420D9,59109
0,578B317154964B78BE556C96B08569EE,59156
0,649FF49C69E043528A616F6720ABB1BB,59165
0,A5E00A5B589A48A5B5AB3F11D45BE2B3,59276
0,6E6EAA6FB8784FD1841AD86827299C49,59277
0,A3F7D9C5F65C420FA7ED9FA2163141E6,59278
0,6E27B12C7C7F4BA8BFA3CEE80EEB798C,59281
0,B6440CDCA31043369D1007F810C2EE77,59300
0,6043F8BFCEC2409781D5EF0555186B1E,59304
0,DC3C7C27C4374B40A2F78C799B717950,59305
0,3FCB3EEFDBE547C9A251479432480EF2,59385
0,CC80D535D60C4C6AB95705443386A05A,63819
0,AC62BB2C58574AC6BA025675621E7050,63820
0,9055CCD3446242239A947D170D087E88,63823
0,159DDAD6C50E4C80BB6400D4FD015594,63824
0,D63146B96D6F4EBDBA5F6348422D4780,63825
0,E7AE67632B74416482E0C64AAB7A8B29,63826
0,D811F3754E1C4FC28B48CD9410E25105,63827
0,D07D078BA2874BA3B6DF8B54673664F2,63829
0,555C4B8758BD44D389A704A908C5BC60,63830
0,721CC38CCE124AD897F3D2F070FBD97E,63864
0,762EDEB93CFD4BAFB5C5CA9C91FDFBD6,63882
0,4A681E34EE904E64A5FCABDB6DEC8E81,63883
0,DB6135CBA12D40498D77C81B59D00B8A,63885
0,A5CCCAD5308C4C408E14A33327705DF0,63912
0,65F767A0E6D84FE99D069200172091E9,63941
0,181CF5E1124B40AE8ABD61113BC9C08C,63954
0,4B3F32361B3F436386262F049AD2A38A,63955
0,D36B2D0D51DF491B85AE5DBD5C3360D7,63956
0,99D99AF1B7EF444FA0649412E1859A0A,63957
0,5964EE58ED4F4A1E89BD18F544FC9817,63959
0,D0D18F9B333C434BB19492790D32454B,63960
0,6B4B18A186CA4E1C9844314B62317BAC,63964
0,ABAF757CE7224F9FB29C72BDB8DAF8A1,63965
0,D8E9F309D89745698B19F65F2ED334CF,63966
0,4A5844500CE441138156BD5FEE6A5CA5,63967
0,02B296E528204E9BABEEB4DD19F9DFC1,63968
0,9E4B67EAEC02402B8D5E102107DD699C,63989
0,A30419956E924BC29293BCFDEDE37EAF,63990
0,E02E071170EF410D99AD611DD57770DF,63991
0,C9BD18D8A5E14686BA33D886233C7CAD,63994
0,991E565B423F498B89131E63D5212981,63995
0,28ADB899BC5A476E83491005899A8789,63996
0,7CB975741B964BBE90E9B2C333C7655A,64024
0,42A441F5CB374A37BAB60270D0AC81A0,64026
0,E1447CB7694A444CB1FE4BEEB38E0028,64029
0,D85889DDCC3F4B7184EE09133AC87AF5,64030
0,F8CF51D96A1E4FDEB7F2C5AC75050100,64036
0,BC410429C2F9475E867C966F8BCC1220,64041
0,D9631299FFA6456C898AE07A11C164E3,64065
0,573488E2C00746F995B383E4B47A2CD0,64067
0,C18E1DB7A51F4767AB5A242E63A46451,64068
0,5F81914645494445B5D1931D9ED4CBC0,64075
0,3CD55A09E2F6410F8E12C9F176CDA1AA,64076
0,B078E7C7F27645C89334E5323ECF54B6,64077
0,24311FFB9A254A6480C08FBF0D0F8012,64078
0,A0B1D07662A4400D96DAD4D49D001F62,64081
0,7CA9ACEA7D0D41D89D81F68714132BC0,64082
0,25CB70CDB6E546BDA24FA3894D56FA3F,64083
0,F25B8B8ACA6C426CBC74AEB1ADBF89B1,64084
0,EF4442EF13BD4EBEAC38893A205ECEA5,64085
0,CEE4F8254A8C4441BADE362813792391,64086
0,5B769A7F167944E58855F186F2F18B4B,64087
0,4D1838F485DE49FD90E6312BCB258C66,64088
0,A3CCA0BF65EE4C29A949BB6BB79DD877,64089
0,F13C3BB19F234E379C79B7ED0ABF2B68,64090
0,F86A1ED7BBFA4B7CA10EF4FAA08C484E,64091
0,FB0F1A070DBB46F898C5E1E99C75910F,64092
0,6924CC72C30648F2A436FD165DC29646,64093
0,6B7E080000324EEAB160E2A2F951675A,64094
0,6837DC8029F04106921622F19E00CE70,64107
0,59A8F491C4864CB69B313B1B5846A6A8,64108
0,D29CCB75C0D4491CA140EA75ABC6ED75,64120
0,8B5DE206F05C4D00B8D5FEF7AEBDD94B,64122
0,A076EC0504C14C11ADE783AACCA0BFC4,64124
0,BFFADC0D740A48A2A9AFCCC51AF9B900,64126
0,E7CF6F19CF6F49CC98FFEFFD5E190C1F,64139
0,4D34781EA4AD4E2D986CF10FBAC7C87F,64140
0,2ACBD20622024A608CEEEC94F37A71B1,64147
0,407CC7BAB9694468B2BEDA2F96D1165A,72406
0,49675DBA326E4EF9A2B60D34EF845E15,72407
